,year,doy,hr,kp,ssn,dst,f10_7
2020-08-21 01:00:00,2020,234,0,7,3,3,72.6
2020-08-21 02:00:00,2020,234,1,7,3,7,72.6
2020-08-21 03:00:00,2020,234,2,7,3,9,72.6
2020-08-21 04:00:00,2020,234,3,3,3,7,72.6
2020-08-21 05:00:00,2020,234,4,3,3,9,72.6
2020-08-21 06:00:00,2020,234,5,3,3,12,72.6
2020-08-21 07:00:00,2020,234,6,3,3,13,72.6
2020-08-21 08:00:00,2020,234,7,3,3,15,72.6
2020-08-21 09:00:00,2020,234,8,3,3,15,72.6
2020-08-21 10:00:00,2020,234,9,3,3,13,72.6
2020-08-21 11:00:00,2020,234,10,3,3,10,72.6
2020-08-21 12:00:00,2020,234,11,3,3,8,72.6
2020-08-21 13:00:00,2020,234,12,3,3,8,72.6
2020-08-21 14:00:00,2020,234,13,3,3,8,72.6
2020-08-21 15:00:00,2020,234,14,3,3,11,72.6
2020-08-21 16:00:00,2020,234,15,7,3,11,72.6
2020-08-21 17:00:00,2020,234,16,7,3,9,72.6
2020-08-21 18:00:00,2020,234,17,7,3,8,72.6
2020-08-21 19:00:00,2020,234,18,17,3,4,72.6
2020-08-21 20:00:00,2020,234,19,17,3,-1,72.6
2020-08-21 21:00:00,2020,234,20,17,3,-4,72.6
2020-08-21 22:00:00,2020,234,21,13,3,-6,72.6
2020-08-21 23:00:00,2020,234,22,13,3,-5,72.6
2020-08-22 00:00:00,2020,234,23,13,3,-4,72.6
2020-08-22 01:00:00,2020,235,0,7,0,0,71.6
2020-08-22 02:00:00,2020,235,1,7,0,2,71.6
2020-08-22 03:00:00,2020,235,2,7,0,1,71.6
2020-08-22 04:00:00,2020,235,3,20,0,-1,71.6
2020-08-22 05:00:00,2020,235,4,20,0,1,71.6
2020-08-22 06:00:00,2020,235,5,20,0,2,71.6
2020-08-22 07:00:00,2020,235,6,17,0,2,71.6
2020-08-22 08:00:00,2020,235,7,17,0,-3,71.6
2020-08-22 09:00:00,2020,235,8,17,0,-4,71.6
2020-08-22 10:00:00,2020,235,9,17,0,-1,71.6
2020-08-22 11:00:00,2020,235,10,17,0,-2,71.6
2020-08-22 12:00:00,2020,235,11,17,0,-3,71.6
2020-08-22 13:00:00,2020,235,12,10,0,-6,71.6
2020-08-22 14:00:00,2020,235,13,10,0,-6,71.6
2020-08-22 15:00:00,2020,235,14,10,0,-3,71.6
2020-08-22 16:00:00,2020,235,15,13,0,0,71.6
2020-08-22 17:00:00,2020,235,16,13,0,-1,71.6
2020-08-22 18:00:00,2020,235,17,13,0,-4,71.6
2020-08-22 19:00:00,2020,235,18,17,0,-6,71.6
2020-08-22 20:00:00,2020,235,19,17,0,-5,71.6
2020-08-22 21:00:00,2020,235,20,17,0,-1,71.6
2020-08-22 22:00:00,2020,235,21,23,0,1,71.6
2020-08-22 23:00:00,2020,235,22,23,0,-4,71.6
2020-08-23 00:00:00,2020,235,23,23,0,-9,71.6
2020-08-23 01:00:00,2020,236,0,20,0,-12,72.1
2020-08-23 02:00:00,2020,236,1,20,0,-9,72.1
2020-08-23 03:00:00,2020,236,2,20,0,-5,72.1
2020-08-23 04:00:00,2020,236,3,20,0,-2,72.1
2020-08-23 05:00:00,2020,236,4,20,0,-6,72.1
2020-08-23 06:00:00,2020,236,5,20,0,-2,72.1
2020-08-23 07:00:00,2020,236,6,13,0,-2,72.1
2020-08-23 08:00:00,2020,236,7,13,0,-1,72.1
2020-08-23 09:00:00,2020,236,8,13,0,-1,72.1
2020-08-23 10:00:00,2020,236,9,20,0,-2,72.1
2020-08-23 11:00:00,2020,236,10,20,0,0,72.1
2020-08-23 12:00:00,2020,236,11,20,0,-2,72.1
2020-08-23 13:00:00,2020,236,12,23,0,-7,72.1
2020-08-23 14:00:00,2020,236,13,23,0,-8,72.1
2020-08-23 15:00:00,2020,236,14,23,0,-8,72.1
2020-08-23 16:00:00,2020,236,15,17,0,-4,72.1
2020-08-23 17:00:00,2020,236,16,17,0,0,72.1
2020-08-23 18:00:00,2020,236,17,17,0,3,72.1
2020-08-23 19:00:00,2020,236,18,10,0,4,72.1
2020-08-23 20:00:00,2020,236,19,10,0,3,72.1
2020-08-23 21:00:00,2020,236,20,10,0,-3,72.1
2020-08-23 22:00:00,2020,236,21,27,0,-10,72.1
2020-08-23 23:00:00,2020,236,22,27,0,-11,72.1
2020-08-24 00:00:00,2020,236,23,27,0,-9,72.1
2020-08-24 01:00:00,2020,237,0,7,0,-5,71.8
2020-08-24 02:00:00,2020,237,1,7,0,-4,71.8
2020-08-24 03:00:00,2020,237,2,7,0,-1,71.8
2020-08-24 04:00:00,2020,237,3,7,0,1,71.8
2020-08-24 05:00:00,2020,237,4,7,0,1,71.8
2020-08-24 06:00:00,2020,237,5,7,0,0,71.8
2020-08-24 07:00:00,2020,237,6,3,0,-1,71.8
2020-08-24 08:00:00,2020,237,7,3,0,1,71.8
2020-08-24 09:00:00,2020,237,8,3,0,1,71.8
2020-08-24 10:00:00,2020,237,9,0,0,2,71.8
2020-08-24 11:00:00,2020,237,10,0,0,2,71.8
2020-08-24 12:00:00,2020,237,11,0,0,2,71.8
2020-08-24 13:00:00,2020,237,12,7,0,2,71.8
2020-08-24 14:00:00,2020,237,13,7,0,1,71.8
2020-08-24 15:00:00,2020,237,14,7,0,-1,71.8
2020-08-24 16:00:00,2020,237,15,7,0,-2,71.8
2020-08-24 17:00:00,2020,237,16,7,0,1,71.8
2020-08-24 18:00:00,2020,237,17,7,0,3,71.8
2020-08-24 19:00:00,2020,237,18,3,0,2,71.8
2020-08-24 20:00:00,2020,237,19,3,0,0,71.8
2020-08-24 21:00:00,2020,237,20,3,0,-1,71.8
2020-08-24 22:00:00,2020,237,21,0,0,-1,71.8
2020-08-24 23:00:00,2020,237,22,0,0,0,71.8
2020-08-25 00:00:00,2020,237,23,0,0,0,71.8
2020-08-25 01:00:00,2020,238,0,7,0,2,72.1
2020-08-25 02:00:00,2020,238,1,7,0,5,72.1
2020-08-25 03:00:00,2020,238,2,7,0,6,72.1
2020-08-25 04:00:00,2020,238,3,3,0,8,72.1
2020-08-25 05:00:00,2020,238,4,3,0,11,72.1
2020-08-25 06:00:00,2020,238,5,3,0,13,72.1
2020-08-25 07:00:00,2020,238,6,7,0,17,72.1
2020-08-25 08:00:00,2020,238,7,7,0,17,72.1
2020-08-25 09:00:00,2020,238,8,7,0,16,72.1
2020-08-25 10:00:00,2020,238,9,3,0,16,72.1
2020-08-25 11:00:00,2020,238,10,3,0,15,72.1
2020-08-25 12:00:00,2020,238,11,3,0,10,72.1
2020-08-25 13:00:00,2020,238,12,7,0,4,72.1
2020-08-25 14:00:00,2020,238,13,7,0,2,72.1
2020-08-25 15:00:00,2020,238,14,7,0,8,72.1
2020-08-25 16:00:00,2020,238,15,10,0,14,72.1
2020-08-25 17:00:00,2020,238,16,10,0,11,72.1
2020-08-25 18:00:00,2020,238,17,10,0,10,72.1
2020-08-25 19:00:00,2020,238,18,10,0,12,72.1
2020-08-25 20:00:00,2020,238,19,10,0,15,72.1
2020-08-25 21:00:00,2020,238,20,10,0,11,72.1
2020-08-25 22:00:00,2020,238,21,3,0,9,72.1
2020-08-25 23:00:00,2020,238,22,3,0,8,72.1
2020-08-26 00:00:00,2020,238,23,3,0,7,72.1
2020-08-26 01:00:00,2020,239,0,17,0,8,71.9
2020-08-26 02:00:00,2020,239,1,17,0,5,71.9
2020-08-26 03:00:00,2020,239,2,17,0,3,71.9
2020-08-26 04:00:00,2020,239,3,23,0,-4,71.9
2020-08-26 05:00:00,2020,239,4,23,0,-4,71.9
2020-08-26 06:00:00,2020,239,5,23,0,-3,71.9
2020-08-26 07:00:00,2020,239,6,10,0,-6,71.9
2020-08-26 08:00:00,2020,239,7,10,0,-6,71.9
2020-08-26 09:00:00,2020,239,8,10,0,-5,71.9
2020-08-26 10:00:00,2020,239,9,17,0,-4,71.9
2020-08-26 11:00:00,2020,239,10,17,0,-6,71.9
2020-08-26 12:00:00,2020,239,11,17,0,-5,71.9
2020-08-26 13:00:00,2020,239,12,7,0,-7,71.9
2020-08-26 14:00:00,2020,239,13,7,0,-5,71.9
2020-08-26 15:00:00,2020,239,14,7,0,-1,71.9
2020-08-26 16:00:00,2020,239,15,23,0,2,71.9
2020-08-26 17:00:00,2020,239,16,23,0,1,71.9
2020-08-26 18:00:00,2020,239,17,23,0,-5,71.9
2020-08-26 19:00:00,2020,239,18,10,0,-5,71.9
2020-08-26 20:00:00,2020,239,19,10,0,-5,71.9
2020-08-26 21:00:00,2020,239,20,10,0,-2,71.9
2020-08-26 22:00:00,2020,239,21,17,0,-4,71.9
2020-08-26 23:00:00,2020,239,22,17,0,-8,71.9
2020-08-27 00:00:00,2020,239,23,17,0,-10,71.9
2020-08-27 01:00:00,2020,240,0,23,0,-13,71.4
2020-08-27 02:00:00,2020,240,1,23,0,-11,71.4
2020-08-27 03:00:00,2020,240,2,23,0,-10,71.4
2020-08-27 04:00:00,2020,240,3,13,0,-11,71.4
2020-08-27 05:00:00,2020,240,4,13,0,-11,71.4
2020-08-27 06:00:00,2020,240,5,13,0,-12,71.4
2020-08-27 07:00:00,2020,240,6,17,0,-12,71.4
2020-08-27 08:00:00,2020,240,7,17,0,-9,71.4
2020-08-27 09:00:00,2020,240,8,17,0,-7,71.4
2020-08-27 10:00:00,2020,240,9,17,0,-5,71.4
2020-08-27 11:00:00,2020,240,10,17,0,-2,71.4
2020-08-27 12:00:00,2020,240,11,17,0,-2,71.4
2020-08-27 13:00:00,2020,240,12,33,0,-8,71.4
2020-08-27 14:00:00,2020,240,13,33,0,-9,71.4
2020-08-27 15:00:00,2020,240,14,33,0,-5,71.4
2020-08-27 16:00:00,2020,240,15,10,0,-3,71.4
2020-08-27 17:00:00,2020,240,16,10,0,-3,71.4
2020-08-27 18:00:00,2020,240,17,10,0,-4,71.4
2020-08-27 19:00:00,2020,240,18,10,0,-7,71.4
2020-08-27 20:00:00,2020,240,19,10,0,-9,71.4
2020-08-27 21:00:00,2020,240,20,10,0,-9,71.4
2020-08-27 22:00:00,2020,240,21,10,0,-7,71.4
2020-08-27 23:00:00,2020,240,22,10,0,-5,71.4
2020-08-28 00:00:00,2020,240,23,10,0,-5,71.4
2020-08-28 01:00:00,2020,241,0,0,0,-5,71.5
2020-08-28 02:00:00,2020,241,1,0,0,-6,71.5
2020-08-28 03:00:00,2020,241,2,0,0,-6,71.5
2020-08-28 04:00:00,2020,241,3,3,0,-4,71.5
2020-08-28 05:00:00,2020,241,4,3,0,-4,71.5
2020-08-28 06:00:00,2020,241,5,3,0,-2,71.5
2020-08-28 07:00:00,2020,241,6,7,0,-4,71.5
2020-08-28 08:00:00,2020,241,7,7,0,-3,71.5
2020-08-28 09:00:00,2020,241,8,7,0,-1,71.5
2020-08-28 10:00:00,2020,241,9,17,0,3,71.5
2020-08-28 11:00:00,2020,241,10,17,0,2,71.5
2020-08-28 12:00:00,2020,241,11,17,0,-2,71.5
2020-08-28 13:00:00,2020,241,12,27,0,-5,71.5
2020-08-28 14:00:00,2020,241,13,27,0,-1,71.5
2020-08-28 15:00:00,2020,241,14,27,0,5,71.5
2020-08-28 16:00:00,2020,241,15,47,0,5,71.5
2020-08-28 17:00:00,2020,241,16,47,0,1,71.5
2020-08-28 18:00:00,2020,241,17,47,0,0,71.5
2020-08-28 19:00:00,2020,241,18,17,0,1,71.5
2020-08-28 20:00:00,2020,241,19,17,0,0,71.5
2020-08-28 21:00:00,2020,241,20,17,0,-4,71.5
2020-08-28 22:00:00,2020,241,21,23,0,-8,71.5
2020-08-28 23:00:00,2020,241,22,23,0,-13,71.5
2020-08-29 00:00:00,2020,241,23,23,0,-20,71.5
2020-08-29 01:00:00,2020,242,0,27,0,-19,71.6
2020-08-29 02:00:00,2020,242,1,27,0,-16,71.6
2020-08-29 03:00:00,2020,242,2,27,0,-16,71.6
2020-08-29 04:00:00,2020,242,3,27,0,-19,71.6
2020-08-29 05:00:00,2020,242,4,27,0,-20,71.6
2020-08-29 06:00:00,2020,242,5,27,0,-23,71.6
2020-08-29 07:00:00,2020,242,6,33,0,-21,71.6
2020-08-29 08:00:00,2020,242,7,33,0,-26,71.6
2020-08-29 09:00:00,2020,242,8,33,0,-24,71.6
2020-08-29 10:00:00,2020,242,9,23,0,-23,71.6
2020-08-29 11:00:00,2020,242,10,23,0,-18,71.6
2020-08-29 12:00:00,2020,242,11,23,0,-18,71.6
2020-08-29 13:00:00,2020,242,12,13,0,-19,71.6
2020-08-29 14:00:00,2020,242,13,13,0,-17,71.6
2020-08-29 15:00:00,2020,242,14,13,0,-17,71.6
2020-08-29 16:00:00,2020,242,15,20,0,-13,71.6
2020-08-29 17:00:00,2020,242,16,20,0,-12,71.6
2020-08-29 18:00:00,2020,242,17,20,0,-12,71.6
2020-08-29 19:00:00,2020,242,18,33,0,-14,71.6
2020-08-29 20:00:00,2020,242,19,33,0,-17,71.6
2020-08-29 21:00:00,2020,242,20,33,0,-13,71.6
2020-08-29 22:00:00,2020,242,21,33,0,-15,71.6
2020-08-29 23:00:00,2020,242,22,33,0,-13,71.6
2020-08-30 00:00:00,2020,242,23,33,0,-10,71.6
2020-08-30 01:00:00,2020,243,0,20,0,-7,71.4
2020-08-30 02:00:00,2020,243,1,20,0,-9,71.4
2020-08-30 03:00:00,2020,243,2,20,0,-5,71.4
2020-08-30 04:00:00,2020,243,3,33,0,-5,71.4
2020-08-30 05:00:00,2020,243,4,33,0,-12,71.4
2020-08-30 06:00:00,2020,243,5,33,0,-23,71.4
2020-08-30 07:00:00,2020,243,6,20,0,-23,71.4
2020-08-30 08:00:00,2020,243,7,20,0,-14,71.4
2020-08-30 09:00:00,2020,243,8,20,0,-10,71.4
2020-08-30 10:00:00,2020,243,9,13,0,-8,71.4
2020-08-30 11:00:00,2020,243,10,13,0,-10,71.4
2020-08-30 12:00:00,2020,243,11,13,0,-13,71.4
2020-08-30 13:00:00,2020,243,12,17,0,-16,71.4
2020-08-30 14:00:00,2020,243,13,17,0,-17,71.4
2020-08-30 15:00:00,2020,243,14,17,0,-15,71.4
2020-08-30 16:00:00,2020,243,15,20,0,-12,71.4
2020-08-30 17:00:00,2020,243,16,20,0,-12,71.4
2020-08-30 18:00:00,2020,243,17,20,0,-13,71.4
2020-08-30 19:00:00,2020,243,18,10,0,-17,71.4
2020-08-30 20:00:00,2020,243,19,10,0,-18,71.4
2020-08-30 21:00:00,2020,243,20,10,0,-18,71.4
2020-08-30 22:00:00,2020,243,21,27,0,-20,71.4
2020-08-30 23:00:00,2020,243,22,27,0,-19,71.4
2020-08-31 00:00:00,2020,243,23,27,0,-30,71.4
2020-08-31 01:00:00,2020,244,0,37,0,-34,70.5
2020-08-31 02:00:00,2020,244,1,37,0,-32,70.5
2020-08-31 03:00:00,2020,244,2,37,0,-27,70.5
2020-08-31 04:00:00,2020,244,3,43,0,-23,70.5
2020-08-31 05:00:00,2020,244,4,43,0,-29,70.5
2020-08-31 06:00:00,2020,244,5,43,0,-29,70.5
2020-08-31 07:00:00,2020,244,6,27,0,-23,70.5
2020-08-31 08:00:00,2020,244,7,27,0,-19,70.5
2020-08-31 09:00:00,2020,244,8,27,0,-20,70.5
2020-08-31 10:00:00,2020,244,9,47,0,-13,70.5
2020-08-31 11:00:00,2020,244,10,47,0,-10,70.5
2020-08-31 12:00:00,2020,244,11,47,0,-14,70.5
2020-08-31 13:00:00,2020,244,12,43,0,-22,70.5
2020-08-31 14:00:00,2020,244,13,43,0,-20,70.5
2020-08-31 15:00:00,2020,244,14,43,0,-14,70.5
2020-08-31 16:00:00,2020,244,15,37,0,-16,70.5
2020-08-31 17:00:00,2020,244,16,37,0,-17,70.5
2020-08-31 18:00:00,2020,244,17,37,0,-17,70.5
2020-08-31 19:00:00,2020,244,18,37,0,-16,70.5
2020-08-31 20:00:00,2020,244,19,37,0,-15,70.5
2020-08-31 21:00:00,2020,244,20,37,0,-20,70.5
2020-08-31 22:00:00,2020,244,21,30,0,-22,70.5
2020-08-31 23:00:00,2020,244,22,30,0,-17,70.5
2020-09-01 00:00:00,2020,244,23,30,0,-13,70.5
2020-09-01 01:00:00,2020,245,0,27,0,-14,70.8
2020-09-01 02:00:00,2020,245,1,27,0,-14,70.8
2020-09-01 03:00:00,2020,245,2,27,0,-16,70.8
2020-09-01 04:00:00,2020,245,3,43,0,-26,70.8
2020-09-01 05:00:00,2020,245,4,43,0,-32,70.8
2020-09-01 06:00:00,2020,245,5,43,0,-32,70.8
2020-09-01 07:00:00,2020,245,6,27,0,-27,70.8
2020-09-01 08:00:00,2020,245,7,27,0,-32,70.8
2020-09-01 09:00:00,2020,245,8,27,0,-33,70.8
2020-09-01 10:00:00,2020,245,9,30,0,-24,70.8
2020-09-01 11:00:00,2020,245,10,30,0,-19,70.8
2020-09-01 12:00:00,2020,245,11,30,0,-14,70.8
2020-09-01 13:00:00,2020,245,12,30,0,-17,70.8
2020-09-01 14:00:00,2020,245,13,30,0,-23,70.8
2020-09-01 15:00:00,2020,245,14,30,0,-21,70.8
2020-09-01 16:00:00,2020,245,15,40,0,-24,70.8
2020-09-01 17:00:00,2020,245,16,40,0,-30,70.8
2020-09-01 18:00:00,2020,245,17,40,0,-31,70.8
2020-09-01 19:00:00,2020,245,18,27,0,-28,70.8
2020-09-01 20:00:00,2020,245,19,27,0,-28,70.8
2020-09-01 21:00:00,2020,245,20,27,0,-28,70.8
2020-09-01 22:00:00,2020,245,21,30,0,-30,70.8
2020-09-01 23:00:00,2020,245,22,30,0,-28,70.8
2020-09-02 00:00:00,2020,245,23,30,0,-30,70.8
2020-09-02 01:00:00,2020,246,0,27,0,-28,69.5
2020-09-02 02:00:00,2020,246,1,27,0,-32,69.5
2020-09-02 03:00:00,2020,246,2,27,0,-33,69.5
2020-09-02 04:00:00,2020,246,3,23,0,-33,69.5
2020-09-02 05:00:00,2020,246,4,23,0,-28,69.5
2020-09-02 06:00:00,2020,246,5,23,0,-22,69.5
2020-09-02 07:00:00,2020,246,6,20,0,-24,69.5
2020-09-02 08:00:00,2020,246,7,20,0,-25,69.5
2020-09-02 09:00:00,2020,246,8,20,0,-25,69.5
2020-09-02 10:00:00,2020,246,9,27,0,-24,69.5
2020-09-02 11:00:00,2020,246,10,27,0,-20,69.5
2020-09-02 12:00:00,2020,246,11,27,0,-15,69.5
2020-09-02 13:00:00,2020,246,12,27,0,-19,69.5
2020-09-02 14:00:00,2020,246,13,27,0,-19,69.5
2020-09-02 15:00:00,2020,246,14,27,0,-16,69.5
2020-09-02 16:00:00,2020,246,15,23,0,-13,69.5
2020-09-02 17:00:00,2020,246,16,23,0,-16,69.5
2020-09-02 18:00:00,2020,246,17,23,0,-17,69.5
2020-09-02 19:00:00,2020,246,18,17,0,-16,69.5
2020-09-02 20:00:00,2020,246,19,17,0,-14,69.5
2020-09-02 21:00:00,2020,246,20,17,0,-14,69.5
2020-09-02 22:00:00,2020,246,21,17,0,-18,69.5
2020-09-02 23:00:00,2020,246,22,17,0,-19,69.5
2020-09-03 00:00:00,2020,246,23,17,0,-22,69.5
2020-09-03 01:00:00,2020,247,0,0,0,-21,71.2
2020-09-03 02:00:00,2020,247,1,0,0,-20,71.2
2020-09-03 03:00:00,2020,247,2,0,0,-18,71.2
2020-09-03 04:00:00,2020,247,3,0,0,-17,71.2
2020-09-03 05:00:00,2020,247,4,0,0,-15,71.2
2020-09-03 06:00:00,2020,247,5,0,0,-14,71.2
2020-09-03 07:00:00,2020,247,6,10,0,-15,71.2
2020-09-03 08:00:00,2020,247,7,10,0,-15,71.2
2020-09-03 09:00:00,2020,247,8,10,0,-16,71.2
2020-09-03 10:00:00,2020,247,9,7,0,-13,71.2
2020-09-03 11:00:00,2020,247,10,7,0,-8,71.2
2020-09-03 12:00:00,2020,247,11,7,0,-3,71.2
2020-09-03 13:00:00,2020,247,12,13,0,0,71.2
2020-09-03 14:00:00,2020,247,13,13,0,-1,71.2
2020-09-03 15:00:00,2020,247,14,13,0,-4,71.2
2020-09-03 16:00:00,2020,247,15,7,0,-6,71.2
2020-09-03 17:00:00,2020,247,16,7,0,-8,71.2
2020-09-03 18:00:00,2020,247,17,7,0,-7,71.2
2020-09-03 19:00:00,2020,247,18,3,0,-8,71.2
2020-09-03 20:00:00,2020,247,19,3,0,-8,71.2
2020-09-03 21:00:00,2020,247,20,3,0,-10,71.2
2020-09-03 22:00:00,2020,247,21,17,0,-15,71.2
2020-09-03 23:00:00,2020,247,22,17,0,-17,71.2
2020-09-04 00:00:00,2020,247,23,17,0,-21,71.2
2020-09-04 01:00:00,2020,248,0,27,0,-22,70.8
2020-09-04 02:00:00,2020,248,1,27,0,-23,70.8
2020-09-04 03:00:00,2020,248,2,27,0,-19,70.8
2020-09-04 04:00:00,2020,248,3,13,0,-16,70.8
2020-09-04 05:00:00,2020,248,4,13,0,-14,70.8
2020-09-04 06:00:00,2020,248,5,13,0,-15,70.8
2020-09-04 07:00:00,2020,248,6,13,0,-18,70.8
2020-09-04 08:00:00,2020,248,7,13,0,-18,70.8
2020-09-04 09:00:00,2020,248,8,13,0,-15,70.8
2020-09-04 10:00:00,2020,248,9,20,0,-11,70.8
2020-09-04 11:00:00,2020,248,10,20,0,-18,70.8
2020-09-04 12:00:00,2020,248,11,20,0,-19,70.8
2020-09-04 13:00:00,2020,248,12,20,0,-18,70.8
2020-09-04 14:00:00,2020,248,13,20,0,-22,70.8
2020-09-04 15:00:00,2020,248,14,20,0,-21,70.8
2020-09-04 16:00:00,2020,248,15,17,0,-26,70.8
2020-09-04 17:00:00,2020,248,16,17,0,-27,70.8
2020-09-04 18:00:00,2020,248,17,17,0,-25,70.8
2020-09-04 19:00:00,2020,248,18,23,0,-22,70.8
2020-09-04 20:00:00,2020,248,19,23,0,-20,70.8
2020-09-04 21:00:00,2020,248,20,23,0,-24,70.8
2020-09-04 22:00:00,2020,248,21,3,0,-22,70.8
2020-09-04 23:00:00,2020,248,22,3,0,-21,70.8
2020-09-05 00:00:00,2020,248,23,3,0,-21,70.8
2020-09-05 01:00:00,2020,249,0,17,0,-21,70.3
2020-09-05 02:00:00,2020,249,1,17,0,-22,70.3
2020-09-05 03:00:00,2020,249,2,17,0,-23,70.3
2020-09-05 04:00:00,2020,249,3,13,0,-22,70.3
2020-09-05 05:00:00,2020,249,4,13,0,-19,70.3
2020-09-05 06:00:00,2020,249,5,13,0,-16,70.3
2020-09-05 07:00:00,2020,249,6,17,0,-15,70.3
2020-09-05 08:00:00,2020,249,7,17,0,-15,70.3
2020-09-05 09:00:00,2020,249,8,17,0,-21,70.3
2020-09-05 10:00:00,2020,249,9,20,0,-23,70.3
2020-09-05 11:00:00,2020,249,10,20,0,-22,70.3
2020-09-05 12:00:00,2020,249,11,20,0,-11,70.3
2020-09-05 13:00:00,2020,249,12,17,0,-7,70.3
2020-09-05 14:00:00,2020,249,13,17,0,-7,70.3
2020-09-05 15:00:00,2020,249,14,17,0,-7,70.3
2020-09-05 16:00:00,2020,249,15,3,0,-8,70.3
2020-09-05 17:00:00,2020,249,16,3,0,-9,70.3
2020-09-05 18:00:00,2020,249,17,3,0,-7,70.3
2020-09-05 19:00:00,2020,249,18,10,0,-8,70.3
2020-09-05 20:00:00,2020,249,19,10,0,-6,70.3
2020-09-05 21:00:00,2020,249,20,10,0,-6,70.3
2020-09-05 22:00:00,2020,249,21,10,0,-8,70.3
2020-09-05 23:00:00,2020,249,22,10,0,-9,70.3
2020-09-06 00:00:00,2020,249,23,10,0,-14,70.3
2020-09-06 01:00:00,2020,250,0,20,0,-18,70.5
2020-09-06 02:00:00,2020,250,1,20,0,-21,70.5
2020-09-06 03:00:00,2020,250,2,20,0,-16,70.5
2020-09-06 04:00:00,2020,250,3,10,0,-12,70.5
2020-09-06 05:00:00,2020,250,4,10,0,-10,70.5
2020-09-06 06:00:00,2020,250,5,10,0,-11,70.5
2020-09-06 07:00:00,2020,250,6,3,0,-8,70.5
2020-09-06 08:00:00,2020,250,7,3,0,-5,70.5
2020-09-06 09:00:00,2020,250,8,3,0,-7,70.5
2020-09-06 10:00:00,2020,250,9,10,0,-6,70.5
2020-09-06 11:00:00,2020,250,10,10,0,-6,70.5
2020-09-06 12:00:00,2020,250,11,10,0,-9,70.5
2020-09-06 13:00:00,2020,250,12,10,0,-9,70.5
2020-09-06 14:00:00,2020,250,13,10,0,-7,70.5
2020-09-06 15:00:00,2020,250,14,10,0,-6,70.5
2020-09-06 16:00:00,2020,250,15,3,0,-7,70.5
2020-09-06 17:00:00,2020,250,16,3,0,-7,70.5
2020-09-06 18:00:00,2020,250,17,3,0,-6,70.5
2020-09-06 19:00:00,2020,250,18,7,0,-5,70.5
2020-09-06 20:00:00,2020,250,19,7,0,-6,70.5
2020-09-06 21:00:00,2020,250,20,7,0,-9,70.5
2020-09-06 22:00:00,2020,250,21,17,0,-15,70.5
2020-09-06 23:00:00,2020,250,22,17,0,-20,70.5
2020-09-07 00:00:00,2020,250,23,17,0,-21,70.5
2020-09-07 01:00:00,2020,251,0,10,0,-21,71.3
2020-09-07 02:00:00,2020,251,1,10,0,-16,71.3
2020-09-07 03:00:00,2020,251,2,10,0,-13,71.3
2020-09-07 04:00:00,2020,251,3,13,0,-11,71.3
2020-09-07 05:00:00,2020,251,4,13,0,-14,71.3
2020-09-07 06:00:00,2020,251,5,13,0,-17,71.3
2020-09-07 07:00:00,2020,251,6,13,0,-14,71.3
2020-09-07 08:00:00,2020,251,7,13,0,-10,71.3
2020-09-07 09:00:00,2020,251,8,13,0,-11,71.3
2020-09-07 10:00:00,2020,251,9,7,0,-11,71.3
2020-09-07 11:00:00,2020,251,10,7,0,-13,71.3
2020-09-07 12:00:00,2020,251,11,7,0,-14,71.3
2020-09-07 13:00:00,2020,251,12,7,0,-15,71.3
2020-09-07 14:00:00,2020,251,13,7,0,-12,71.3
2020-09-07 15:00:00,2020,251,14,7,0,-12,71.3
2020-09-07 16:00:00,2020,251,15,10,0,-10,71.3
2020-09-07 17:00:00,2020,251,16,10,0,-13,71.3
2020-09-07 18:00:00,2020,251,17,10,0,-12,71.3
2020-09-07 19:00:00,2020,251,18,3,0,-9,71.3
2020-09-07 20:00:00,2020,251,19,3,0,-8,71.3
2020-09-07 21:00:00,2020,251,20,3,0,-10,71.3
2020-09-07 22:00:00,2020,251,21,0,0,-14,71.3
2020-09-07 23:00:00,2020,251,22,0,0,-16,71.3
2020-09-08 00:00:00,2020,251,23,0,0,-16,71.3
2020-09-08 01:00:00,2020,252,0,7,0,-12,70.9
2020-09-08 02:00:00,2020,252,1,7,0,-12,70.9
2020-09-08 03:00:00,2020,252,2,7,0,-13,70.9
2020-09-08 04:00:00,2020,252,3,3,0,-12,70.9
2020-09-08 05:00:00,2020,252,4,3,0,-12,70.9
2020-09-08 06:00:00,2020,252,5,3,0,-12,70.9
2020-09-08 07:00:00,2020,252,6,10,0,-9,70.9
2020-09-08 08:00:00,2020,252,7,10,0,-6,70.9
2020-09-08 09:00:00,2020,252,8,10,0,-6,70.9
2020-09-08 10:00:00,2020,252,9,10,0,-1,70.9
2020-09-08 11:00:00,2020,252,10,10,0,2,70.9
2020-09-08 12:00:00,2020,252,11,10,0,1,70.9
2020-09-08 13:00:00,2020,252,12,7,0,2,70.9
2020-09-08 14:00:00,2020,252,13,7,0,3,70.9
2020-09-08 15:00:00,2020,252,14,7,0,-1,70.9
2020-09-08 16:00:00,2020,252,15,13,0,-6,70.9
2020-09-08 17:00:00,2020,252,16,13,0,-7,70.9
2020-09-08 18:00:00,2020,252,17,13,0,-9,70.9
2020-09-08 19:00:00,2020,252,18,10,0,-7,70.9
2020-09-08 20:00:00,2020,252,19,10,0,-5,70.9
2020-09-08 21:00:00,2020,252,20,10,0,-3,70.9
